bhsa_node	g_cons	macula_nodes	mt_cons_1	mt_cons_2	mt_cons_3	mt_cons_4
1100	>LHJM	1151	>LHJM			
1101	>T	1152	>T			
1102	H	1153	H			
1103	YL<	1154	YL<			
1104	>CR	1155	>CR			
1105	LQX	1156	LQX			
1106	MN	1157	MN			
1107	H	1158	H			
1108	>DM	1159	>DM			
1109	L	1160	L			
1110	>CH	1161	>CH			
1111	W	1162	W			
1112	JB>H	1163|1164	JB>	H		
1113	>L	1165	>L			
1114	H	1166	H			
1115	>DM	1167	>DM			
1116	W	1168	W			
1117	J>MR	1169	J>MR			
1118	H	1170	H			
1119	>DM	1171	>DM			
1120	Z>T	1172	Z>T			
1121	H	1173	H			
1122	P<M	1174	P<M			
1123	<YM	1175	<YM			
1124	M	1176	M			
1125	<YMJ	1177|1178	<YM	J		
1126	W	1179	W			
1127	BFR	1180	BFR			
1128	M	1181	M			
1129	BFRJ	1182|1183	BFR	J		
1130	L	1184	L			
1131	Z>T	1185	Z>T			
1132	JQR>	1186	JQR>			
1133	>CH	1187	>CH			
1134	KJ	1188	KJ			
1135	M	1189	M			
1136	>JC	1190	>JC			
1137	LQXH	1191	LQXH			
1138	Z>T	1192	Z>T			
1139	<L	1193	<L			
1140	KN	1194	KN			
1141	J<ZB	1195	J<ZB			
1142	>JC	1196	>JC			
1143	>T	1197	>T			
1144	>BJW	1198|1199	>BJ	W		
1145	W	1200	W			
1146	>T	1201	>T			
1147	>MW	1202|1203	>M	W		
1148	W	1204	W			
1149	DBQ	1205	DBQ			
1150	B	1206	B			
1151	>CTW	1207|1208	>CT	W		
1152	W	1209	W			
1153	HJW	1210	HJW			
1154	L	1211	L			
1155	BFR	1212	BFR			
1156	>XD	1213	>XD			
1157	W	1214	W			
1158	JHJW	1215	JHJW			
1159	CNJHM	1216|1217	CNJ	HM		
1160	<RWMJM	1218	<RWMJM			
1161	H	1219	H			
1162	>DM	1220	>DM			
1163	W	1221	W			
1164	>CTW	1222|1223	>CT	W		
1165	W	1224	W			
1166	L>	1225	L>			
1167	JTBCCW	1226	JTBCCW			
1168	W	1227	W			
1169	H	1228	H			
1170	NXC	1229	NXC			
1171	HJH	1230	HJH			
1172	<RWM	1231	<RWM			
1173	M	1232	M			
1174	KL	1233	KL			
1175	XJT	1234	XJT			
1176	H	1235	H			
1177	FDH	1236	FDH			
1178	>CR	1237	>CR			
1179	<FH	1238	<FH			
1180	JHWH	1239	JHWH			
1181	>LHJM	1240	>LHJM			
1182	W	1241	W			
1183	J>MR	1242	J>MR			
1184	>L	1243	>L			
1185	H	1244	H			
1186	>CH	1245	>CH			
1187	>P	1246	>P			
1188	KJ	1247	KJ			
1189	>MR	1248	>MR			
1190	>LHJM	1249	>LHJM			
1191	L>	1250	L>			
1192	T>KLW	1251	T>KLW			
1193	M	1252	M			
1194	KL	1253	KL			
1195	<Y	1254	<Y			
1196	H	1255	H			
1197	GN	1256	GN			
1198	W	1257	W			
1199	T>MR	1258	T>MR			
1200	H	1259	H			
1201	>CH	1260	>CH			
1202	>L	1261	>L			
1203	H	1262	H			
1204	NXC	1263	NXC			
1205	M	1264	M			
1206	PRJ	1265	PRJ			
1207	<Y	1266	<Y			
1208	H	1267	H			
1209	GN	1268	GN			
1210	N>KL	1269	N>KL			
1211	W	1270	W			
1212	M	1271	M			
1213	PRJ	1272	PRJ			
1214	H	1273	H			
1215	<Y	1274	<Y			
1216	>CR	1275	>CR			
1217	B	1276	B			
1218	TWK	1277	TWK			
1219	H	1278	H			
1220	GN	1279	GN			
1221	>MR	1280	>MR			
1222	>LHJM	1281	>LHJM			
1223	L>	1282	L>			
1224	T>KLW	1283	T>KLW			
1225	MMNW	1284|1285	MM	NW		
1226	W	1286	W			
1227	L>	1287	L>			
1228	TG<W	1288	TG<W			
1229	BW	1289|1290	B	W		
1230	PN	1291	PN			
1231	TMTWN	1292|1293	TMTW	N		
1232	W	1294	W			
1233	J>MR	1295	J>MR			
1234	H	1296	H			
1235	NXC	1297	NXC			
1236	>L	1298	>L			
1237	H	1299	H			
1238	>CH	1300	>CH			
1239	L>	1301	L>			
1240	MWT	1302	MWT			
1241	TMTWN	1303|1304	TMTW	N		
1242	KJ	1305	KJ			
1243	JD<	1306	JD<			
1244	>LHJM	1307	>LHJM			
1245	KJ	1308	KJ			
1246	B	1309	B			
1247	JWM	1310	JWM			
1248	>KLKM	1311|1312	>KL	KM		
1249	MMNW	1313|1314	MM	NW		
1250	W	1315	W			
1251	NPQXW	1316	NPQXW			
1252	<JNJKM	1317|1318	<JNJ	KM		
1253	W	1319	W			
1254	HJJTM	1320	HJJTM			
1255	K	1321	K			
1256	>LHJM	1322	>LHJM			
1257	JD<J	1323	JD<J			
1258	VWB	1324	VWB			
1259	W	1325	W			
1260	R<	1326	R<			
1261	W	1327	W			
1262	TR>	1328	TR>			
1263	H	1329	H			
1264	>CH	1330	>CH			
1265	KJ	1331	KJ			
1266	VWB	1332	VWB			
1267	H	1333	H			
1268	<Y	1334	<Y			
1269	L	1335	L			
1270	M>KL	1336	M>KL			
1271	W	1337	W			
1272	KJ	1338	KJ			
1273	T>WH	1339	T>WH			
1274	HW>	1340	HW>			
1275	L	1341	L			
1277	<JNJM	1343	<JNJM			
1278	W	1344	W			
1279	NXMD	1345	NXMD			
1280	H	1346	H			
1281	<Y	1347	<Y			
1282	L	1348	L			
1283	HFKJL	1349	HFKJL			
1284	W	1350	W			
1285	TQX	1351	TQX			
1286	M	1352	M			
1287	PRJW	1353|1354	PRJ	W		
1288	W	1355	W			
1289	T>KL	1356	T>KL			
1290	W	1357	W			
1291	TTN	1358	TTN			
1292	GM	1359	GM			
1293	L	1360	L			
1294	>JCH	1361|1362	>JC	H		
1295	<MH	1363|1364	<M	H		
1296	W	1365	W			
1297	J>KL	1366	J>KL			
1298	W	1367	W			
1299	TPQXNH	1368	TPQXNH			
1300	<JNJ	1369	<JNJ			
1301	CNJHM	1370|1371	CNJ	HM		
1302	W	1372	W			
1303	JD<W	1373	JD<W			
1304	KJ	1374	KJ			
1305	<JRMM	1375	<JRMM			
1306	HM	1376	HM			
1307	W	1377	W			
1308	JTPRW	1378	JTPRW			
1309	<LH	1379	<LH			
1310	T>NH	1380	T>NH			
1311	W	1381	W			
1312	J<FW	1382	J<FW			
1313	LHM	1383|1384	L	HM		
1314	XGRT	1385	XGRT			
1315	W	1386	W			
1316	JCM<W	1387	JCM<W			
1317	>T	1388	>T			
1318	QWL	1389	QWL			
1319	JHWH	1390	JHWH			
1320	>LHJM	1391	>LHJM			
1321	MTHLK	1392	MTHLK			
1322	B	1393	B			
1324	GN	1395	GN			
1325	L	1396	L			
1326	RWX	1397	RWX			
1327	H	1398	H			
1328	JWM	1399	JWM			
1329	W	1400	W			
1330	JTXB>	1401	JTXB>			
1331	H	1402	H			
1332	>DM	1403	>DM			
1333	W	1404	W			
1334	>CTW	1405|1406	>CT	W		
1335	M	1407	M			
1336	PNJ	1408	PNJ			
1337	JHWH	1409	JHWH			
1338	>LHJM	1410	>LHJM			
1339	B	1411	B			
1340	TWK	1412	TWK			
1341	<Y	1413	<Y			
1342	H	1414	H			
1343	GN	1415	GN			
1344	W	1416	W			
1345	JQR>	1417	JQR>			
1346	JHWH	1418	JHWH			
1347	>LHJM	1419	>LHJM			
1348	>L	1420	>L			
1349	H	1421	H			
1350	>DM	1422	>DM			
1351	W	1423	W			
1352	J>MR	1424	J>MR			
1353	LW	1425|1426	L	W		
1354	>JKH	1427|1428	>J	KH		
1355	W	1429	W			
1356	J>MR	1430	J>MR			
1357	>T	1431	>T			
1358	QLK	1432|1433	QL	K		
1359	CM<TJ	1434	CM<TJ			
1360	B	1435	B			
1362	GN	1437	GN			
1363	W	1438	W			
1364	>JR>	1439	>JR>			
1365	KJ	1440	KJ			
1366	<JRM	1441	<JRM			
1367	>NKJ	1442	>NKJ			
1368	W	1443	W			
1369	>XB>	1444	>XB>			
1370	W	1445	W			
1371	J>MR	1446	J>MR			
1372	MJ	1447	MJ			
1373	HGJD	1448	HGJD			
1374	LK	1449|1450	L	K		
1375	KJ	1451	KJ			
1376	<JRM	1452	<JRM			
1377	>TH	1453	>TH			
1378	H	1454	H			
1379	MN	1455	MN			
1380	H	1456	H			
1381	<Y	1457	<Y			
1382	>CR	1458	>CR			
1383	YWJTJK	1459|1460	YWJTJ	K		
1384	L	1461	L			
1385	BLTJ	1462	BLTJ			
1386	>KL	1463	>KL			
1387	MMNW	1464|1465	MM	NW		
1388	>KLT	1466	>KLT			
1389	W	1467	W			
1390	J>MR	1468	J>MR			
1391	H	1469	H			
1392	>DM	1470	>DM			
1393	H	1471	H			
1394	>CH	1472	>CH			
1395	>CR	1473	>CR			
1396	NTTH	1474	NTTH			
1397	<MDJ	1475|1476	<MD	J		
1398	HW>	1477	HW>			
1399	NTNH	1478	NTNH			
1400	LJ	1479|1480	L	J		
1401	MN	1481	MN			
1402	H	1482	H			
1403	<Y	1483	<Y			
1404	W	1484	W			
1405	>KL	1485	>KL			
1406	W	1486	W			
1407	J>MR	1487	J>MR			
1408	JHWH	1488	JHWH			
1409	>LHJM	1489	>LHJM			
1410	L	1490	L			
1412	>CH	1492	>CH			
1413	MH	1493	MH			
1414	Z>T	1494	Z>T			
1415	<FJT	1495	<FJT			
1416	W	1496	W			
1417	T>MR	1497	T>MR			
1418	H	1498	H			
1419	>CH	1499	>CH			
1420	H	1500	H			
1421	NXC	1501	NXC			
1422	HCJ>NJ	1502|1503	HCJ>	NJ		
1423	W	1504	W			
1424	>KL	1505	>KL			
1425	W	1506	W			
1426	J>MR	1507	J>MR			
1427	JHWH	1508	JHWH			
1428	>LHJM	1509	>LHJM			
1429	>L	1510	>L			
1430	H	1511	H			
1431	NXC	1512	NXC			
1432	KJ	1513	KJ			
1433	<FJT	1514	<FJT			
1434	Z>T	1515	Z>T			
1435	>RWR	1516	>RWR			
1436	>TH	1517	>TH			
1437	M	1518	M			
1438	KL	1519	KL			
1439	H	1520	H			
1440	BHMH	1521	BHMH			
1441	W	1522	W			
1442	M	1523	M			
1443	KL	1524	KL			
1444	XJT	1525	XJT			
1445	H	1526	H			
1446	FDH	1527	FDH			
1447	<L	1528	<L			
1448	GXNK	1529|1530	GXN	K		
1449	TLK	1531	TLK			
1450	W	1532	W			
1451	<PR	1533	<PR			
1452	T>KL	1534	T>KL			
1453	KL	1535	KL			
1454	JMJ	1536	JMJ			
1455	XJJK	1537|1538	XJJ	K		
1456	W	1539	W			
1457	>JBH	1540	>JBH			
1458	>CJT	1541	>CJT			
1459	BJNK	1542|1543	BJN	K		
1460	W	1544	W			
1461	BJN	1545	BJN			
1462	H	1546	H			
1463	>CH	1547	>CH			
1464	W	1548	W			
1465	BJN	1549	BJN			
1466	ZR<K	1550|1551	ZR<	K		
1467	W	1552	W			
1468	BJN	1553	BJN			
1469	ZR<H	1554|1555	ZR<	H		
1470	HW>	1556	HW>			
1471	JCWPK	1557|1558	JCWP	K		
1472	R>C	1559	R>C			
1473	W	1560	W			
1474	>TH	1561	>TH			
1475	TCWPNW	1562|1563	TCWP	NW		
1476	<QB	1564	<QB			
1477	>L	1565	>L			
1478	H	1566	H			
1479	>CH	1567	>CH			
1480	>MR	1568	>MR			
1481	HRBH	1569	HRBH			
1482	>RBH	1570	>RBH			
1483	<YBWNK	1571|1572	<YBWN	K		
1484	W	1573	W			
1485	HRNK	1574|1575	HRN	K		
1486	B	1576	B			
1487	<YB	1577	<YB			
1488	TLDJ	1578	TLDJ			
1489	BNJM	1579	BNJM			
1490	W	1580	W			
1491	>L	1581	>L			
1492	>JCK	1582|1583	>JC	K		
1493	TCWQTK	1584|1585	TCWQT	K		
1494	W	1586	W			
1495	HW>	1587	HW>			
1496	JMCL	1588	JMCL			
1497	BK	1589|1590	B	K		
1498	W	1591	W			
1499	L	1592	L			
1500	>DM	1593	>DM			
1501	>MR	1594	>MR			
1502	KJ	1595	KJ			
1503	CM<T	1596	CM<T			
1504	L	1597	L			
1505	QWL	1598	QWL			
1506	>CTK	1599|1600	>CT	K		
1507	W	1601	W			
1508	T>KL	1602	T>KL			
1509	MN	1603	MN			
1510	H	1604	H			
1511	<Y	1605	<Y			
1512	>CR	1606	>CR			
1513	YWJTJK	1607|1608	YWJTJ	K		
1514	L	1609	L			
1515	>MR	1610	>MR			
1516	L>	1611	L>			
1517	T>KL	1612	T>KL			
1518	MMNW	1613|1614	MM	NW		
1519	>RWRH	1615	>RWRH			
1520	H	1616	H			
1521	>DMH	1617	>DMH			
1522	B	1618	B			
1523	<BWRK	1619|1620	<BWR	K		
1524	B	1621	B			
1525	<YBWN	1622	<YBWN			
1526	T>KLNH	1623|1624	T>KL	NH		
1527	KL	1625	KL			
1528	JMJ	1626	JMJ			
1529	XJJK	1627|1628	XJJ	K		
1530	W	1629	W			
1531	QWY	1630	QWY			
1532	W	1631	W			
1533	DRDR	1632	DRDR			
1534	TYMJX	1633	TYMJX			
1535	LK	1634|1635	L	K		
1536	W	1636	W			
1537	>KLT	1637	>KLT			
1538	>T	1638	>T			
1539	<FB	1639	<FB			
1540	H	1640	H			
1541	FDH	1641	FDH			
1542	B	1642	B			
1543	Z<T	1643	Z<T			
1544	>PJK	1644|1645	>PJ	K		
1545	T>KL	1646	T>KL			
1546	LXM	1647	LXM			
1547	<D	1648	<D			
1548	CWBK	1649|1650	CWB	K		
1549	>L	1651	>L			
1550	H	1652	H			
1551	>DMH	1653	>DMH			
1552	KJ	1654	KJ			
1553	MMNH	1655|1656	MM	NH		
1554	LQXT	1657	LQXT			
1555	KJ	1658	KJ			
1556	<PR	1659	<PR			
1557	>TH	1660	>TH			
1558	W	1661	W			
1559	>L	1662	>L			
1560	<PR	1663	<PR			
1561	TCWB	1664	TCWB			
1562	W	1665	W			
1563	JQR>	1666	JQR>			
1564	H	1667	H			
1565	>DM	1668	>DM			
1566	CM	1669	CM			
1567	>CTW	1670|1671	>CT	W		
1568	XWH	1672	XWH			
1569	KJ	1673	KJ			
1570	HW>	1674	HW>			
1571	HJTH	1675	HJTH			
1572	>M	1676	>M			
1573	KL	1677	KL			
1574	XJ	1678	XJ			
1575	W	1679	W			
1576	J<F	1680	J<F			
1577	JHWH	1681	JHWH			
1578	>LHJM	1682	>LHJM			
1579	L	1683	L			
1580	>DM	1684	>DM			
1581	W	1685	W			
1582	L	1686	L			
1583	>CTW	1687|1688	>CT	W		
1584	KTNWT	1689	KTNWT			
1585	<WR	1690	<WR			
1586	W	1691	W			
1587	JLBCM	1692|1693	JLBC	M		
1588	W	1694	W			
1589	J>MR	1695	J>MR			
1590	JHWH	1696	JHWH			
1591	>LHJM	1697	>LHJM			
1592	HN	1698	HN			
1593	H	1699	H			
1594	>DM	1700	>DM			
1595	HJH	1701	HJH			
1596	K	1702	K			
1597	>XD	1703	>XD			
1598	MMNW	1704|1705	MM	NW		
1599	L	1706	L			
1600	D<T	1707	D<T			
1601	VWB	1708	VWB			
1602	W	1709	W			
1603	R<	1710	R<			
1604	W	1711	W			
1605	<TH	1712	<TH			
1606	PN	1713	PN			
1607	JCLX	1714	JCLX			
1608	JDW	1715|1716	JD	W		
1609	W	1717	W			
1610	LQX	1718	LQX			
1611	GM	1719	GM			
1612	M	1720	M			
1613	<Y	1721	<Y			
1614	H	1722	H			
1615	XJJM	1723	XJJM			
1616	W	1724	W			
1617	>KL	1725	>KL			
1618	W	1726	W			
1619	XJ	1727	XJ			
1620	L	1728	L			
1621	<LM	1729	<LM			
1622	W	1730	W			
1623	JCLXHW	1731|1732	JCLX	HW		
1624	JHWH	1733	JHWH			
1625	>LHJM	1734	>LHJM			
1626	M	1735	M			
1627	GN	1736	GN			
1628	<DN	1737	<DN			
1629	L	1738	L			
1630	<BD	1739	<BD			
1631	>T	1740	>T			
1632	H	1741	H			
1633	>DMH	1742	>DMH			
1634	>CR	1743	>CR			
1635	LQX	1744	LQX			
1636	M	1745	M			
1637	CM	1746	CM			
1638	W	1747	W			
1639	JGRC	1748	JGRC			
1640	>T	1749	>T			
1641	H	1750	H			
1642	>DM	1751	>DM			
1643	W	1752	W			
1644	JCKN	1753	JCKN			
1645	M	1754	M			
1646	QDM	1755	QDM			
1647	L	1756	L			
1648	GN	1757	GN			
1649	<DN	1758	<DN			
1650	>T	1759	>T			
1651	H	1760	H			
1652	KRBJM	1761	KRBJM			
1653	W	1762	W			
1654	>T	1763	>T			
1655	LHV	1764	LHV			
1656	H	1765	H			
1657	XRB	1766	XRB			
1658	H	1767	H			
1659	MTHPKT	1768	MTHPKT			
1660	L	1769	L			
1661	CMR	1770	CMR			
1662	>T	1771	>T			
1663	DRK	1772	DRK			
1664	<Y	1773	<Y			
1665	H	1774	H			
1666	XJJM	1775	XJJM			
1667	W	1776	W			
1668	H	1777	H			
1669	>DM	1778	>DM			
1670	JD<	1779	JD<			
1671	>T	1780	>T			
1672	XWH	1781	XWH			
1673	>CTW	1782|1783	>CT	W		
1674	W	1784	W			
1675	THR	1785	THR			
1676	W	1786	W			
1677	TLD	1787	TLD			
1678	>T	1788	>T			
1679	QJN	1789	QJN			
1680	W	1790	W			
1681	T>MR	1791	T>MR			
1682	QNJTJ	1792	QNJTJ			
1683	>JC	1793	>JC			
1684	>T	1794	>T			
1685	JHWH	1795	JHWH			
1686	W	1796	W			
1687	TSP	1797	TSP			
1688	L	1798	L			
1689	LDT	1799	LDT			
1690	>T	1800	>T			
1691	>XJW	1801|1802	>XJ	W		
1692	>T	1803	>T			
1693	HBL	1804	HBL			
1694	W	1805	W			
1695	JHJ	1806	JHJ			
1696	HBL	1807	HBL			
1697	R<H	1808	R<H			
1698	Y>N	1809	Y>N			
1699	W	1810	W			
1700	QJN	1811	QJN			
1701	HJH	1812	HJH			
1702	<BD	1813	<BD			
1703	>DMH	1814	>DMH			
1704	W	1815	W			
1705	JHJ	1816	JHJ			
1706	M	1817	M			
1707	QY	1818	QY			
1708	JMJM	1819	JMJM			
1709	W	1820	W			
1710	JB>	1821	JB>			
1711	QJN	1822	QJN			
1712	M	1823	M			
1713	PRJ	1824	PRJ			
1714	H	1825	H			
1715	>DMH	1826	>DMH			
1716	MNXH	1827	MNXH			
1717	L	1828	L			
1718	JHWH	1829	JHWH			
1719	W	1830	W			
1720	HBL	1831	HBL			
1721	HBJ>	1832	HBJ>			
1722	GM	1833	GM			
1723	HW>	1834	HW>			
1724	M	1835	M			
1725	BKRWT	1836	BKRWT			
1726	Y>NW	1837|1838	Y>N	W		
1727	W	1839	W			
1728	M	1840	M			
1729	XLBHN	1841|1842	XLB	HN		
1730	W	1843	W			
1731	JC<	1844	JC<			
1732	JHWH	1845	JHWH			
1733	>L	1846	>L			
1734	HBL	1847	HBL			
1735	W	1848	W			
1736	>L	1849	>L			
1737	MNXTW	1850|1851	MNXT	W		
1738	W	1852	W			
1739	>L	1853	>L			
1740	QJN	1854	QJN			
1741	W	1855	W			
1742	>L	1856	>L			
1743	MNXTW	1857|1858	MNXT	W		
1744	L>	1859	L>			
1745	C<H	1860	C<H			
1746	W	1861	W			
1747	JXR	1862	JXR			
1748	L	1863	L			
1749	QJN	1864	QJN			
1750	M>D	1865	M>D			
1751	W	1866	W			
1752	JPLW	1867	JPLW			
1753	PNJW	1868|1869	PNJ	W		
1754	W	1870	W			
1755	J>MR	1871	J>MR			
1756	JHWH	1872	JHWH			
1757	>L	1873	>L			
1758	QJN	1874	QJN			
1759	LMH	1875|1876	L	MH		
1760	XRH	1877	XRH			
1761	LK	1878|1879	L	K		
1762	W	1880	W			
1763	LMH	1881|1882	L	MH		
1764	NPLW	1883	NPLW			
1765	PNJK	1884|1885	PNJ	K		
1766	H	1886	H			
1767	LW>	1887	LW>			
1768	>M	1888	>M			
1769	TJVJB	1889	TJVJB			
1770	F>T	1890	F>T			
1771	W	1891	W			
1772	>M	1892	>M			
1773	L>	1893	L>			
1774	TJVJB	1894	TJVJB			
1775	L	1895	L			
1777	PTX	1897	PTX			
1778	XV>T	1898	XV>T			
1779	RBY	1899	RBY			
1780	W	1900	W			
1781	>LJK	1901|1902	>LJ	K		
1782	TCWQTW	1903|1904	TCWQT	W		
1783	W	1905	W			
1784	>TH	1906	>TH			
1785	TMCL	1907	TMCL			
1786	BW	1908|1909	B	W		
1787	W	1910	W			
1788	J>MR	1911	J>MR			
1789	QJN	1912	QJN			
1790	>L	1913	>L			
1791	HBL	1914	HBL			
1792	>XJW	1915|1916	>XJ	W		
1793	W	1917	W			
1794	JHJ	1918	JHJ			
1795	B	1919	B			
1796	HJWTM	1920|1921	HJWT	M		
1797	B	1922	B			
1799	FDH	1924	FDH			
1800	W	1925	W			
1801	JQM	1926	JQM			
1802	QJN	1927	QJN			
1803	>L	1928	>L			
1804	HBL	1929	HBL			
1805	>XJW	1930|1931	>XJ	W		
1806	W	1932	W			
1807	JHRGHW	1933|1934	JHRG	HW		
1808	W	1935	W			
1809	J>MR	1936	J>MR			
1810	JHWH	1937	JHWH			
1811	>L	1938	>L			
1812	QJN	1939	QJN			
1813	>J	1940	>J			
1814	HBL	1941	HBL			
1815	>XJK	1942|1943	>XJ	K		
1816	W	1944	W			
1817	J>MR	1945	J>MR			
1818	L>	1946	L>			
1819	JD<TJ	1947	JD<TJ			
1820	H	1948	H			
1821	CMR	1949	CMR			
1822	>XJ	1950|1951	>X	J		
1823	>NKJ	1952	>NKJ			
1824	W	1953	W			
1825	J>MR	1954	J>MR			
1826	MH	1955	MH			
1827	<FJT	1956	<FJT			
1828	QWL	1957	QWL			
1829	DMJ	1958	DMJ			
1830	>XJK	1959|1960	>XJ	K		
1831	Y<QJM	1961	Y<QJM			
1832	>LJ	1962|1963	>L	J		
1833	MN	1964	MN			
1834	H	1965	H			
1835	>DMH	1966	>DMH			
1836	W	1967	W			
1837	<TH	1968	<TH			
1838	>RWR	1969	>RWR			
1839	>TH	1970	>TH			
1840	MN	1971	MN			
1841	H	1972	H			
1842	>DMH	1973	>DMH			
1843	>CR	1974	>CR			
1844	PYTH	1975	PYTH			
1845	>T	1976	>T			
1846	PJH	1977|1978	PJ	H		
1847	L	1979	L			
1848	QXT	1980	QXT			
1849	>T	1981	>T			
1850	DMJ	1982	DMJ			
1851	>XJK	1983|1984	>XJ	K		
1852	M	1985	M			
1853	JDK	1986|1987	JD	K		
1854	KJ	1988	KJ			
1855	T<BD	1989	T<BD			
1856	>T	1990	>T			
1857	H	1991	H			
1858	>DMH	1992	>DMH			
1859	L>	1993	L>			
1860	TSP	1994	TSP			
1861	TT	1995	TT			
1862	KXH	1996|1997	KX	H		
1863	LK	1998|1999	L	K		
1864	N<	2000	N<			
1865	W	2001	W			
1866	ND	2002	ND			
1867	THJH	2003	THJH			
1868	B	2004	B			
1870	>RY	2006	>RY			
1871	W	2007	W			
1872	J>MR	2008	J>MR			
1873	QJN	2009	QJN			
1874	>L	2010	>L			
1875	JHWH	2011	JHWH			
1876	GDWL	2012	GDWL			
1877	<WNJ	2013|2014	<WN	J		
1878	M	2015	M			
1879	NF>	2016	NF>			
1880	HN	2017	HN			
1881	GRCT	2018	GRCT			
1882	>TJ	2019|2020	>T	J		
1883	H	2021	H			
1884	JWM	2022	JWM			
1885	M	2023	M			
1886	<L	2024	<L			
1887	PNJ	2025	PNJ			
1888	H	2026	H			
1889	>DMH	2027	>DMH			
1890	W	2028	W			
1891	M	2029	M			
1892	PNJK	2030|2031	PNJ	K		
1893	>STR	2032	>STR			
1894	W	2033	W			
1895	HJJTJ	2034	HJJTJ			
1896	N<	2035	N<			
1897	W	2036	W			
1898	ND	2037	ND			
1899	B	2038	B			
1901	>RY	2040	>RY			
1902	W	2041	W			
1903	HJH	2042	HJH			
1904	KL	2043	KL			
1905	MY>J	2044|2045	MY>	J		
1906	JHRGNJ	2046|2047	JHRG	NJ		
1907	W	2048	W			
1908	J>MR	2049	J>MR			
1909	LW	2050|2051	L	W		
1910	JHWH	2052	JHWH			
1911	LKN	2053|2054	L	KN		
1912	KL	2055	KL			
1913	HRG	2056	HRG			
1914	QJN	2057	QJN			
1915	CB<TJM	2058	CB<TJM			
1916	JQM	2059	JQM			
1917	W	2060	W			
1918	JFM	2061	JFM			
1919	JHWH	2062	JHWH			
1920	L	2063	L			
1921	QJN	2064	QJN			
1922	>WT	2065	>WT			
1923	L	2066	L			
1924	BLTJ	2067	BLTJ			
1925	HKWT	2068	HKWT			
1926	>TW	2069|2070	>T	W		
1927	KL	2071	KL			
1928	MY>W	2072|2073	MY>	W		
1929	W	2074	W			
1930	JY>	2075	JY>			
1931	QJN	2076	QJN			
1932	M	2077	M			
1933	L	2078	L			
1934	PNJ	2079	PNJ			
1935	JHWH	2080	JHWH			
1936	W	2081	W			
1937	JCB	2082	JCB			
1938	B	2083	B			
1939	>RY	2084	>RY			
1940	NWD	2085	NWD			
1941	QDMT	2086	QDMT			
1942	<DN	2087	<DN			
1943	W	2088	W			
1944	JD<	2089	JD<			
1945	QJN	2090	QJN			
1946	>T	2091	>T			
1947	>CTW	2092|2093	>CT	W		
1948	W	2094	W			
1949	THR	2095	THR			
1950	W	2096	W			
1951	TLD	2097	TLD			
1952	>T	2098	>T			
1953	XNWK	2099	XNWK			
1954	W	2100	W			
1955	JHJ	2101	JHJ			
1956	BNH	2102	BNH			
1957	<JR	2103	<JR			
1958	W	2104	W			
1959	JQR>	2105	JQR>			
1960	CM	2106	CM			
1961	H	2107	H			
1962	<JR	2108	<JR			
1963	K	2109	K			
1964	CM	2110	CM			
1965	BNW	2111|2112	BN	W		
1966	XNWK	2113	XNWK			
1967	W	2114	W			
1968	JWLD	2115	JWLD			
1969	L	2116	L			
1970	XNWK	2117	XNWK			
1971	>T	2118	>T			
1972	<JRD	2119	<JRD			
1973	W	2120	W			
1974	<JRD	2121	<JRD			
1975	JLD	2122	JLD			
1976	>T	2123	>T			
1977	MXWJ>L	2124	MXWJ>L			
1978	W	2125	W			
1979	MXJJ>L	2126	MXJJ>L			
1980	JLD	2127	JLD			
1981	>T	2128	>T			
1982	MTWC>L	2129	MTWC>L			
1983	W	2130	W			
1984	MTWC>L	2131	MTWC>L			
1985	JLD	2132	JLD			
1986	>T	2133	>T			
1987	LMK	2134	LMK			
1988	W	2135	W			
1989	JQX	2136	JQX			
1990	LW	2137|2138	L	W		
1991	LMK	2139	LMK			
1992	CTJ	2140	CTJ			
1993	NCJM	2141	NCJM			
1994	CM	2142	CM			
1995	H	2143	H			
1996	>XT	2144	>XT			
1997	<DH	2145	<DH			
1998	W	2146	W			
1999	CM	2147	CM			
2000	H	2148	H			
2001	CNJT	2149	CNJT			
2002	YLH	2150	YLH			
2003	W	2151	W			
2004	TLD	2152	TLD			
2005	<DH	2153	<DH			
2006	>T	2154	>T			
2007	JBL	2155	JBL			
2008	HW>	2156	HW>			
2009	HJH	2157	HJH			
2010	>BJ	2158	>BJ			
2011	JCB	2159	JCB			
2012	>HL	2160	>HL			
2013	W	2161	W			
2014	MQNH	2162	MQNH			
2015	W	2163	W			
2016	CM	2164	CM			
2017	>XJW	2165|2166	>XJ	W		
2018	JWBL	2167	JWBL			
2019	HW>	2168	HW>			
2020	HJH	2169	HJH			
2021	>BJ	2170	>BJ			
2022	KL	2171	KL			
2023	TPF	2172	TPF			
2024	KNWR	2173	KNWR			
2025	W	2174	W			
2026	<WGB	2175	<WGB			
2027	W	2176	W			
2028	YLH	2177	YLH			
2029	GM	2178	GM			
2030	HW>	2179	HW>			
2031	JLDH	2180	JLDH			
2032	>T	2181	>T			
2033	TWBL_QJN	2182|2183	TWBL	QJN		
2034	LVC	2184	LVC			
2035	KL	2185	KL			
2036	XRC	2186	XRC			
2037	NXCT	2187	NXCT			
2038	W	2188	W			
2039	BRZL	2189	BRZL			
2040	W	2190	W			
2041	>XWT	2191	>XWT			
2042	TWBL_QJN	2192|2193	TWBL	QJN		
